series,selector,value,signal,pad,#,confidence,basis
CH32M103,afio-tim2-rm,5,TIM2_CH4,PA6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim2-rm,7,TIM2_CH1_ETR,PA12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim2-rm,7,TIM2_CH2,PB8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim2-rm,7,TIM2_CH3,PA5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim2-rm,7,TIM2_CH4,PA4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim3-rm,1,TIM3_CH4,PB1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim4-rm,1,TIM4_CH1,PB10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim4-rm,1,TIM4_CH2,PB11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim4-rm,1,TIM4_CH3,PB8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart1-rm,1,LPTIM_CH2,PB7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart1-rm,1,LPTIM_ETR,PB6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart1-rm,1,USART1_CTS,PA11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart1-rm,1,USART1_RTS,PA12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart1-rm,1,USART1_RX,PB7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart1-rm,1,USART1_TX,PB6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart1-rm,2,USART1_CTS,PA2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart1-rm,2,USART1_RX,PA5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart1-rm,2,USART1_TX,PA4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart1-rm,2,USART2_CK,PA4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart1-rm,3,USART1_CK,PA6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart1-rm,3,USART1_CTS,PB7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart1-rm,3,USART1_RTS,PB8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart1-rm,3,USART1_RX,PA4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart1-rm,3,USART1_TX,PA5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart1-rm,3,USART2_CK,PA4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart1-rm,4,TIM2_CH4,PA6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart1-rm,4,USART1_CK,PA6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart1-rm,4,USART1_TX,PB11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart1-rm,5,USART1_CK,PB6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart1-rm,5,USART1_CTS,PB7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart1-rm,5,USART1_RTS,PB8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart1-rm,5,USART1_RX,PA12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart2-rm,2,USART2_CTS,PA0-WKUP,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart2-rm,2,USART2_RX,PA12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart2-rm,2,USART2_TX,PA11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart2-rm,3,USART2_CTS,PA0-WKUP,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart2-rm,3,USART2_RX,PA11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-usart2-rm,3,USART2_TX,PA12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-i2c1-remap,1,I2C_SCL,PD1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-i2c1-remap,1,I2C_SDA,PD0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-i2c1-remap,2,I2C_SCL,PC5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-i2c1-remap,2,I2C_SDA,PC6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-i2c1-remap,4,I2C_SDA,PD1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-spi1-remap,1,SPI_MISO,PC7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-spi1-remap,1,SPI_MOSI,PC6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-spi1-remap,1,SPI_NSS,PC0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-spi1-remap,1,SPI_SCK,PC5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-spi1-remap,2,SPI_MOSI,PD3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-spi1-remap,2,SPI_NSS,PC4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-spi1-remap,2,SPI_SCK,PD2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-spi1-remap,3,SPI_MOSI,PC0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-spi1-remap,4,SPI_MISO,PD5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-spi1-remap,4,SPI_MOSI,PD6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-spi1-remap,4,SPI_NSS,PD3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-spi1-remap,4,SPI_SCK,PD4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-spi1-remap,5,SPI_MOSI,PA2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-spi1-remap,5,SPI_NSS,PC1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-spi1-remap,5,SPI_SCK,PA1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-spi1-remap,6,SPI_MISO,PC7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-spi1-remap,6,SPI_NSS,PC4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,1,ADC_IETR,PA2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,1,ADC_RETR,PC2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,1,TIM1_BKIN,PC2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,1,TIM1_CH1,PD2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,1,TIM1_CH1N,PD0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,1,TIM1_CH2,PA1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,1,TIM1_CH2N,PA2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,1,TIM1_CH3,PC3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,1,TIM1_CH3N,PD1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,1,TIM1_CH4,PC4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,1,TIM1_ETR,PD4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,2,TIM1_BKIN,PC1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,2,TIM1_CH1,PC6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,2,TIM1_CH1N,PC3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,2,TIM1_CH2,PC7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,2,TIM1_CH2N,PC4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,2,TIM1_CH3,PC0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,2,TIM1_CH3N,PD1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,2,TIM1_CH4,PD3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,2,TIM1_ETR,PC5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,3,TIM1_BKIN,PC1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,3,TIM1_CH1,PC4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,3,TIM1_CH1N,PC3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,3,TIM1_CH2,PC7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,3,TIM1_CH2N,PD2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,3,TIM1_CH3,PC5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,3,TIM1_CH3N,PC6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,3,TIM1_CH4,PD4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,3,TIM1_ETR,PC2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,4,TIM1_CH2N,PA2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,4,TIM1_CH3N,PD0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,4,TIM1_CH4,PD1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,4,TIM1_ETR,PD4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,5,TIM1_CH2N,PA2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,5,TIM1_CH3,PC3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,5,TIM1_CH3N,PD0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,5,TIM1_CH4,PD1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,5,TIM1_ETR,PD4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,6,TIM1_CH2N,PA2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,6,TIM1_CH3N,PD0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,6,TIM1_ETR,PD4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,7,TIM1_CH1,PC4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,7,TIM1_CH1N,PC0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,7,TIM1_CH2,PC5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,7,TIM1_CH2N,PC1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,7,TIM1_CH3,PC6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,7,TIM1_CH3N,PC2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,7,TIM1_CH4,PC7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,8,TIM1_CH1,PC4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,8,TIM1_CH2,PC5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,8,TIM1_CH3,PC6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,8,TIM1_CH4,PC7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,9,TIM1_CH1N,PC0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,9,TIM1_CH2,PA1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,9,TIM1_CH2N,PC1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,9,TIM1_CH3,PA2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim1-remap,9,TIM1_CH3N,PC2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim2-remap,1,TIM2_CH2,PD3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim2-remap,1,TIM2_CH3,PC0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim2-remap,1,TIM2_CH4,PD7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim2-remap,2,TIM2_CH2,PC2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim2-remap,2,TIM2_CH3,PD2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim2-remap,2,TIM2_CH4,PC1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim2-remap,3,TIM2_CH2,PC7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim2-remap,3,TIM2_CH3,PD6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim2-remap,3,TIM2_CH4,PD5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim2-remap,4,TIM2_CH2,PC1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim2-remap,4,TIM2_CH3,PC3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim2-remap,5,TIM2_CH2,PA1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim2-remap,5,TIM2_CH3,PA2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim2-remap,6,TIM2_CH2,PA1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim2-remap,6,TIM2_CH3,PA2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim2-remap,7,TIM2_CH2,PD4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-tim2-remap,7,TIM2_CH3,PA2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-usart1-remap,1,USART1_CTS,PC6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-usart1-remap,1,USART1_RTS,PC7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-usart1-remap,1,USART1_RX,PD5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-usart1-remap,1,USART1_TX,PD6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-usart1-remap,2,USART1_CTS,PC3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-usart1-remap,2,USART1_RTS,PC2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-usart1-remap,2,USART1_RX,PD1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-usart1-remap,2,USART1_TX,PD0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-usart1-remap,3,USART1_CTS,PC6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-usart1-remap,3,USART1_RTS,PC7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-usart1-remap,3,USART1_RX,PC1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-usart1-remap,3,USART1_TX,PC0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-usart1-remap,4,USART1_CTS,PD7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-usart1-remap,4,USART1_TX,PD1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-usart1-remap,5,USART1_CTS,PD7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-usart1-remap,5,USART1_RX,PD1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-usart1-remap,6,USART1_CTS,PC7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-usart1-remap,6,USART1_RX,PC6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-usart1-remap,6,USART1_TX,PC5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-usart1-remap,7,USART1_CTS,PC7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-usart1-remap,8,USART1_CTS,PD2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-usart1-remap,8,USART1_RTS,PD3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-usart1-remap,8,USART1_RX,PA1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-usart1-remap,9,USART1_CTS,PD5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-usart1-remap,9,USART1_RTS,PD4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V002,afio-usart1-remap,9,USART1_RX,PC4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-adc1-etrginj-remap,1,AETR2,PA2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-i2c1-remap,1,SCL,PD1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-i2c1-remap,2,SCL,PC5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-i2c1-remap,3,SCL,PC5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,1,T1BKIN,PC1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,1,T1CH1,PC6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,1,T1CH1N,PC3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,1,T1CH2,PC7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,1,T1CH2N,PC4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,1,T1CH3,PC0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,1,T1CH3N,PD1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,1,T1CH4,PD3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,1,T1ETR,PC5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,2,T1BKIN,PC2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,2,T1CH1,PD2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,2,T1CH1N,PD0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,2,T1CH2,PA1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,2,T1CH2N,PA2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,2,T1CH3,PC3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,2,T1CH3N,PD1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,2,T1CH4,PC4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,2,TIETR,PD4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,3,T1BKIN,PC1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,3,T1CH1,PC4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,3,T1CH1N,PC3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,3,T1CH2,PC7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,3,T1CH2N,PD2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,3,T1CH3,PC5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,3,T1CH3N,PC6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,3,T1CH4,PD4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim1-remap,3,T1ETR,PC2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim2-remap,1,T2CH2,PC2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim2-remap,1,T2CH3,PD2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim2-remap,1,T2CH4,PC1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim2-remap,2,T2CH2,PD3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim2-remap,2,T2CH3,PC0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim2-remap,2,T2CH4,PD7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim2-remap,3,T2CH2,PC7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim2-remap,3,T2CH3,PD6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-tim2-remap,3,T2CH4,PD5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-usart1-remap,1,UCK,PD7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-usart1-remap,1,URTS,PC2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-usart1-remap,1,URX,PD1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-usart1-remap,1,UTX,PD0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-usart1-remap,2,UCK,PD7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-usart1-remap,2,URTS,PC7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-usart1-remap,2,URX,PD5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-usart1-remap,2,UTX,PD6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-usart1-remap,3,UCK,PC5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-usart1-remap,3,URTS,PC7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-usart1-remap,3,URX,PC1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V003,afio-usart1-remap,3,UTX,PC0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-i2c1-remap,1,I2C_SCL,PD1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-i2c1-remap,1,I2C_SDA,PD0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-i2c1-remap,2,I2C_SCL,PC5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-i2c1-remap,2,I2C_SDA,PC6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-i2c1-remap,4,I2C_SDA,PD1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-spi1-remap,1,SPI_MISO,PC7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-spi1-remap,1,SPI_MOSI,PC6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-spi1-remap,1,SPI_NSS,PC0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-spi1-remap,1,SPI_SCK,PC5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-spi1-remap,2,SPI_NSS,PC4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-spi1-remap,2,SPI_SCK,PD2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-spi1-remap,3,SPI_MOSI,PC0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-spi1-remap,4,SPI_MISO,PD5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-spi1-remap,4,SPI_MOSI,PD6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-spi1-remap,4,SPI_SCK,PD4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-spi1-remap,5,SPI_MOSI,PA2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V004,afio-spi1-remap,5,SPI_NSS,PC1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
